sensitivity,model_id,benchmark_id,always_refine_protocol,decision_protocol,initial_determinate,initial_pass_rate,resolved_decisions_in_sensitivity,excluded_adjudicated,excluded_normalized,unresolved_or_missing_decisions,correct_preserve,correct_decision_denominator,correct_preserve_rate,incorrect_refine,incorrect_decision_denominator,incorrect_refine_rate,prevented_regression,safe_preservation,missed_repair,unsuccessful_refinement_skipped,net_token_saving_total,net_token_saving_mean,lhs_protocol,rhs_protocol,total_tasks,paired_complete,excluded,excluded_reasons,paired_difference,bootstrap_ci_low,bootstrap_ci_high,improved,worsened,unchanged,mcnemar_exact_two_sided_p,lhs_pass_rate,rhs_pass_rate
exact_only,devstral-small-2-24b-instruct,mbpp_plus,cpr,dcpr,375,0.704,376,0,0,2,262,264,0.9924242424242424,19,111,0.17117117117117117,20,242,7,85,483230,1285.186170212766,cpr,dcpr,376,374,2,"{""indeterminate_functional_outcome"":2}",0.034759358288770054,0.008021390374331552,0.06149732620320856,20,7,347,0.0191572904586792,0.6764705882352942,0.7112299465240641
exact_only,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,r,dr,1136,0.5008802816901409,1136,0,0,0,513,569,0.9015817223198594,113,567,0.19929453262786595,2,511,7,447,265620,233.82042253521126,r,dr,1136,1136,0,{},-0.0044014084507042256,-0.009683098591549295,0.0,2,7,1127,0.1796875,0.5052816901408451,0.5008802816901409
exact_only,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,cr,dcr,1136,0.5008802816901409,1136,0,0,0,513,569,0.9015817223198594,113,567,0.19929453262786595,9,504,6,448,1148239,1010.7737676056338,cr,dcr,1136,1136,0,{},0.002640845070422535,-0.0044014084507042256,0.009683098591549295,9,6,1121,0.60723876953125,0.49295774647887325,0.49559859154929575
exact_only,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,cpr,dcpr,1136,0.5008802816901409,1136,0,0,0,513,569,0.9015817223198594,113,567,0.19929453262786595,11,502,8,446,1821451,1603.3899647887324,cpr,dcpr,1136,1136,0,{},0.002640845070422535,-0.0044014084507042256,0.01056338028169014,11,8,1117,0.6476058959960938,0.4903169014084507,0.49295774647887325
exact_only,gemma-4-31b-it-qat-w4a16,humaneval_plus,r,dr,161,0.968944099378882,163,0,0,0,145,156,0.9294871794871795,1,5,0.2,1,144,0,4,36426,223.4723926380368,r,dr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.006211180124223602,0.0,0.018633540372670808,1,0,160,1.0,0.9627329192546584,0.968944099378882
exact_only,gemma-4-31b-it-qat-w4a16,humaneval_plus,cr,dcr,161,0.968944099378882,163,0,0,0,145,156,0.9294871794871795,1,5,0.2,3,142,0,4,141538,868.3312883435583,cr,dcr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.018633540372670808,0.0,0.043478260869565216,3,0,158,0.25,0.937888198757764,0.9565217391304348
exact_only,gemma-4-31b-it-qat-w4a16,humaneval_plus,cpr,dcpr,161,0.968944099378882,163,0,0,0,145,156,0.9294871794871795,1,5,0.2,3,142,0,4,220832,1354.79754601227,cpr,dcpr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.018633540372670808,0.0,0.043478260869565216,3,0,158,0.25,0.937888198757764,0.9565217391304348
exact_only,gemma-4-31b-it-qat-w4a16,mbpp_plus,r,dr,375,0.808,376,0,0,2,294,303,0.9702970297029703,16,72,0.2222222222222222,0,294,0,56,64691,172.0505319148936,r,dr,376,375,1,"{""indeterminate_functional_outcome"":1}",0.0,0.0,0.0,0,0,375,,0.8186666666666667,0.8186666666666667
exact_only,gemma-4-31b-it-qat-w4a16,mbpp_plus,cr,dcr,375,0.808,376,0,0,2,294,303,0.9702970297029703,16,72,0.2222222222222222,4,289,3,53,244911,651.3590425531914,cr,dcr,376,376,0,{},0.005319148936170213,-0.007978723404255319,0.02127659574468085,5,3,368,0.7265625,0.8111702127659575,0.8164893617021277
exact_only,gemma-4-31b-it-qat-w4a16,mbpp_plus,cpr,dcpr,375,0.808,376,0,0,2,294,303,0.9702970297029703,16,72,0.2222222222222222,5,288,3,53,378845,1007.5664893617021,cpr,dcpr,376,375,1,"{""indeterminate_functional_outcome"":1}",0.008,-0.008,0.024,6,3,366,0.5078125,0.8106666666666666,0.8186666666666667
exact_only,qwen2.5-coder-14b-instruct,bigcodebench_instruct,r,dr,1136,0.49119718309859156,1136,0,0,0,542,558,0.9713261648745519,55,578,0.09515570934256055,2,540,2,521,236378,208.07922535211267,r,dr,1136,1136,0,{},0.0,-0.0035211267605633804,0.0035211267605633804,2,2,1132,1.0,0.4920774647887324,0.4920774647887324
exact_only,qwen2.5-coder-14b-instruct,bigcodebench_instruct,cr,dcr,1136,0.49119718309859156,1136,0,0,0,542,558,0.9713261648745519,55,578,0.09515570934256055,15,527,6,517,987616,869.3802816901408,cr,dcr,1136,1136,0,{},0.007922535211267605,0.0,0.01584507042253521,15,6,1115,0.0783538818359375,0.4867957746478873,0.49471830985915494
exact_only,qwen2.5-coder-14b-instruct,bigcodebench_instruct,cpr,dcpr,1136,0.49119718309859156,1136,0,0,0,542,558,0.9713261648745519,55,578,0.09515570934256055,13,529,4,518,1610417,1417.6205985915492,cpr,dcpr,1136,1135,1,"{""indeterminate_functional_outcome"":1}",0.007929515418502203,0.000881057268722467,0.014977973568281937,13,4,1118,0.049041748046875,0.48722466960352423,0.4951541850220264
exact_only,qwen2.5-coder-14b-instruct,humaneval_plus,r,dr,161,0.8819875776397516,163,0,0,0,139,142,0.9788732394366197,6,19,0.3157894736842105,1,138,0,13,30753,188.66871165644173,r,dr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.006211180124223602,0.0,0.018633540372670808,1,0,160,1.0,0.8819875776397516,0.8881987577639752
exact_only,qwen2.5-coder-14b-instruct,humaneval_plus,cr,dcr,161,0.8819875776397516,163,0,0,0,139,142,0.9788732394366197,6,19,0.3157894736842105,5,134,0,13,124098,761.3374233128834,cr,dcr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.031055900621118012,0.006211180124223602,0.062111801242236024,5,0,156,0.0625,0.8633540372670807,0.8944099378881988
exact_only,qwen2.5-coder-14b-instruct,humaneval_plus,cpr,dcpr,161,0.8819875776397516,163,0,0,0,139,142,0.9788732394366197,6,19,0.3157894736842105,4,135,0,13,202092,1239.8282208588957,cpr,dcpr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.024844720496894408,0.006211180124223602,0.049689440993788817,4,0,157,0.125,0.8757763975155279,0.9006211180124224
exact_only,qwen2.5-coder-14b-instruct,mbpp_plus,r,dr,377,0.7612732095490716,378,0,0,0,283,287,0.9860627177700348,17,90,0.18888888888888888,0,283,0,73,52050,137.6984126984127,r,dr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.0,0.0,0.0,0,0,377,,0.7692307692307693,0.7692307692307693
exact_only,qwen2.5-coder-14b-instruct,mbpp_plus,cr,dcr,377,0.7612732095490716,378,0,0,0,283,287,0.9860627177700348,17,90,0.18888888888888888,6,277,0,73,232011,613.7857142857143,cr,dcr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.015915119363395226,0.005305039787798408,0.029177718832891247,6,0,371,0.03125,0.7692307692307693,0.7851458885941645
exact_only,qwen2.5-coder-14b-instruct,mbpp_plus,cpr,dcpr,377,0.7612732095490716,378,0,0,0,283,287,0.9860627177700348,17,90,0.18888888888888888,6,277,0,73,357169,944.8915343915344,cpr,dcpr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.015915119363395226,0.005305039787798408,0.029177718832891247,6,0,371,0.03125,0.7639257294429708,0.7798408488063661
exact_only,qwen2.5-coder-7b-instruct,bigcodebench_instruct,r,dr,1136,0.4102112676056338,1136,0,0,0,453,466,0.9721030042918455,52,670,0.07761194029850746,1,452,7,611,213971,188.35475352112675,r,dr,1136,1136,0,{},-0.00528169014084507,-0.01056338028169014,-0.0008802816901408451,1,7,1128,0.0703125,0.4198943661971831,0.414612676056338
exact_only,qwen2.5-coder-7b-instruct,bigcodebench_instruct,cr,dcr,1136,0.4102112676056338,1136,0,0,0,453,466,0.9721030042918455,52,670,0.07761194029850746,10,439,14,599,1025520,902.7464788732394,cr,dcr,1136,1136,0,{},0.0,-0.008802816901408451,0.008802816901408451,14,14,1108,1.0,0.4154929577464789,0.4154929577464789
exact_only,qwen2.5-coder-7b-instruct,bigcodebench_instruct,cpr,dcpr,1136,0.4102112676056338,1136,0,0,0,453,466,0.9721030042918455,52,670,0.07761194029850746,13,440,12,606,1662628,1463.5809859154929,cpr,dcpr,1136,1136,0,{},0.0008802816901408451,-0.007922535211267605,0.009683098591549295,13,12,1111,1.0,0.4137323943661972,0.414612676056338
exact_only,qwen2.5-coder-7b-instruct,humaneval_plus,r,dr,161,0.8695652173913043,163,0,0,0,138,140,0.9857142857142858,3,21,0.14285714285714285,1,137,0,18,30022,184.1840490797546,r,dr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.006211180124223602,0.0,0.018633540372670808,1,0,160,1.0,0.8695652173913043,0.8757763975155279
exact_only,qwen2.5-coder-7b-instruct,humaneval_plus,cr,dcr,161,0.8695652173913043,163,0,0,0,138,140,0.9857142857142858,3,21,0.14285714285714285,6,132,1,17,123385,756.963190184049,cr,dcr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.031055900621118012,0.0,0.062111801242236024,6,1,154,0.125,0.8385093167701864,0.8695652173913043
exact_only,qwen2.5-coder-7b-instruct,humaneval_plus,cpr,dcpr,161,0.8695652173913043,163,0,0,0,138,140,0.9857142857142858,3,21,0.14285714285714285,5,133,0,18,199802,1225.7791411042945,cpr,dcpr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.031055900621118012,0.006211180124223602,0.062111801242236024,5,0,156,0.0625,0.8385093167701864,0.8695652173913043
exact_only,qwen2.5-coder-7b-instruct,mbpp_plus,r,dr,375,0.7413333333333333,378,0,0,0,271,278,0.9748201438848921,17,97,0.17525773195876287,0,271,0,80,48825,129.16666666666666,r,dr,378,375,3,"{""indeterminate_functional_outcome"":3}",0.0,0.0,0.0,0,0,375,,0.744,0.744
exact_only,qwen2.5-coder-7b-instruct,mbpp_plus,cr,dcr,375,0.7413333333333333,378,0,0,0,271,278,0.9748201438848921,17,97,0.17525773195876287,3,268,0,79,198192,524.3174603174604,cr,dcr,378,374,4,"{""indeterminate_functional_outcome"":4}",0.008021390374331552,0.0,0.01871657754010695,3,0,371,0.25,0.7406417112299465,0.7486631016042781
exact_only,qwen2.5-coder-7b-instruct,mbpp_plus,cpr,dcpr,375,0.7413333333333333,378,0,0,0,271,278,0.9748201438848921,17,97,0.17525773195876287,5,266,0,79,314907,833.0873015873016,cpr,dcpr,378,374,4,"{""indeterminate_functional_outcome"":4}",0.013368983957219251,0.00267379679144385,0.026737967914438502,5,0,369,0.0625,0.7352941176470589,0.7486631016042781
exact_only,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,r,dr,1135,0.4951541850220264,1103,32,0,1,484,549,0.8816029143897997,167,554,0.30144404332129965,0,484,1,386,110294,99.99456029011786,r,dr,1103,1103,0,{},-0.0009066183136899365,-0.0027198549410698096,0.0,0,1,1102,1.0,0.5004533091568449,0.499546690843155
exact_only,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cr,dcr,1135,0.4951541850220264,1103,32,0,1,484,549,0.8816029143897997,167,554,0.30144404332129965,132,352,15,372,1949484,1767.4378966455122,cr,dcr,1103,1102,1,"{""indeterminate_functional_outcome"":1}",0.10617059891107078,0.08620689655172414,0.12704174228675136,132,15,955,1.4907381626203356e-24,0.38021778584392013,0.4863883847549909
exact_only,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cpr,dcpr,1135,0.4951541850220264,1103,32,0,1,484,549,0.8816029143897997,167,554,0.30144404332129965,163,321,16,371,2972225,2694.6736174070716,cpr,dcpr,1103,1102,1,"{""indeterminate_functional_outcome"":1}",0.13339382940108893,0.11070780399274047,0.1560798548094374,163,16,923,7.69125933747933e-32,0.35208711433756806,0.48548094373865697
exact_only,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,r,dr,159,0.8679245283018868,160,1,0,2,129,137,0.9416058394160584,5,21,0.23809523809523808,0,129,0,16,27571,172.31875,r,dr,160,157,3,"{""indeterminate_functional_outcome"":3}",0.0,0.0,0.0,0,0,157,,0.8726114649681529,0.8726114649681529
exact_only,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cr,dcr,159,0.8679245283018868,160,1,0,2,129,137,0.9416058394160584,5,21,0.23809523809523808,9,120,6,10,201090,1256.8125,cr,dcr,160,157,3,"{""indeterminate_functional_outcome"":3}",0.01910828025477707,-0.03184713375796178,0.07006369426751592,9,6,142,0.60723876953125,0.8407643312101911,0.8598726114649682
exact_only,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cpr,dcpr,159,0.8679245283018868,160,1,0,2,129,137,0.9416058394160584,5,21,0.23809523809523808,14,115,5,11,318040,1987.75,cpr,dcpr,160,157,3,"{""indeterminate_functional_outcome"":3}",0.05732484076433121,0.006369426751592357,0.10828025477707007,14,5,138,0.063568115234375,0.8089171974522293,0.8662420382165605
exact_only,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,r,dr,377,0.7612732095490716,365,13,0,0,266,277,0.9602888086642599,28,87,0.3218390804597701,0,266,0,59,50184,137.4904109589041,r,dr,365,364,1,"{""indeterminate_functional_outcome"":1}",0.0,0.0,0.0,0,0,364,,0.760989010989011,0.760989010989011
exact_only,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cr,dcr,377,0.7612732095490716,365,13,0,0,266,277,0.9602888086642599,28,87,0.3218390804597701,40,226,7,51,333639,914.0794520547945,cr,dcr,365,363,2,"{""indeterminate_functional_outcome"":2}",0.09090909090909091,0.05509641873278237,0.12672176308539945,40,7,316,1.0709118214435875e-06,0.6721763085399449,0.7630853994490359
exact_only,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cpr,dcpr,377,0.7612732095490716,365,13,0,0,266,277,0.9602888086642599,28,87,0.3218390804597701,45,221,8,50,534420,1464.164383561644,cpr,dcpr,365,363,2,"{""indeterminate_functional_outcome"":2}",0.10192837465564739,0.06336088154269973,0.14049586776859505,45,8,310,2.3683513772354559e-07,0.6528925619834711,0.7548209366391184
