scope,model_id,benchmark_id,initial_success,critique_surface_label,plan_surface_label,cr_transition,cpr_transition,count
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,1,problem_or_other,change_or_other,regression,regression,8
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,49
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,,explicit_no_problem,explicit_no_change,,,1
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,explicit_no_problem,change_or_other,unrepaired_failure,unrepaired_failure,1
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,explicit_no_problem,explicit_no_change,,unrepaired_failure,5
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,explicit_no_problem,explicit_no_change,unrepaired_failure,repair,1
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,381
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,repair,repair,11
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,repair,unrepaired_failure,6
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,unrepaired_failure,repair,3
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,146
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,problem_or_other,explicit_no_change,repair,repair,6
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,problem_or_other,explicit_no_change,repair,unrepaired_failure,2
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,108
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,1,explicit_no_problem,explicit_no_change,,functional_preservation,4
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,338
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,1,explicit_no_problem,explicit_no_change,regression,functional_preservation,1
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,37
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,functional_preservation,regression,5
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,regression,functional_preservation,1
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,regression,regression,12
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,67
model_benchmark,qwen2.5-coder-7b-instruct,bigcodebench_instruct,1,problem_or_other,explicit_no_change,regression,functional_preservation,1
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,9
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,0,problem_or_other,change_or_other,repair,repair,2
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,0,problem_or_other,change_or_other,repair,unrepaired_failure,1
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,3
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,6
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,69
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,7
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,1,problem_or_other,change_or_other,regression,functional_preservation,1
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,1,problem_or_other,change_or_other,regression,regression,7
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,56
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,,explicit_no_problem,explicit_no_change,,,1
model_benchmark,qwen2.5-coder-7b-instruct,humaneval_plus,,problem_or_other,change_or_other,,,1
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,34
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,0,problem_or_other,change_or_other,,,1
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,0,problem_or_other,change_or_other,repair,repair,5
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,19
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,38
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,126
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,4
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,regression,2
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,1,problem_or_other,change_or_other,regression,regression,5
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,139
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,1,problem_or_other,explicit_no_change,functional_preservation,regression,1
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,1,problem_or_other,explicit_no_change,regression,functional_preservation,1
model_benchmark,qwen2.5-coder-7b-instruct,mbpp_plus,,problem_or_other,explicit_no_change,,,3
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,23
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,0,problem_or_other,change_or_other,,,1
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,0,problem_or_other,change_or_other,,unrepaired_failure,1
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,0,problem_or_other,change_or_other,repair,repair,18
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,0,problem_or_other,change_or_other,repair,unrepaired_failure,8
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,0,problem_or_other,change_or_other,unrepaired_failure,repair,14
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,508
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,5
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,1,explicit_no_problem,change_or_other,functional_preservation,regression,1
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,43
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,298
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,1,problem_or_other,change_or_other,functional_preservation,regression,55
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,1,problem_or_other,change_or_other,regression,functional_preservation,19
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,1,problem_or_other,change_or_other,regression,regression,140
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,1
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,2
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,0,problem_or_other,change_or_other,,,1
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,0,problem_or_other,change_or_other,repair,repair,6
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,0,problem_or_other,change_or_other,repair,unrepaired_failure,1
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,11
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,8
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,50
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,59
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,1,problem_or_other,change_or_other,functional_preservation,regression,7
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,1,problem_or_other,change_or_other,regression,functional_preservation,2
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,1,problem_or_other,change_or_other,regression,regression,10
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,2
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,,problem_or_other,change_or_other,,,2
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,0,explicit_no_problem,change_or_other,unrepaired_failure,unrepaired_failure,5
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,8
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,0,problem_or_other,change_or_other,,,2
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,0,problem_or_other,change_or_other,,unrepaired_failure,1
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,0,problem_or_other,change_or_other,repair,repair,8
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,0,problem_or_other,change_or_other,repair,unrepaired_failure,2
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,0,problem_or_other,change_or_other,unrepaired_failure,repair,1
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,61
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,2
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,61
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,74
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,91
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,regression,9
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,1,problem_or_other,change_or_other,regression,functional_preservation,3
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,1,problem_or_other,change_or_other,regression,regression,42
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,7
model_benchmark,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,,problem_or_other,change_or_other,,,1
