model_id,benchmark_id,protocol,total_tasks,common_complete_tasks,excluded_tasks,correct,end_to_end_tokens,pareto_efficient,dominated_by
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cpr,1136,1134,2,398,5140474,false,"[""direct"",""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dr,1136,1134,2,565,1330950,true,[]
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dcr,1136,1134,2,545,1858057,false,"[""direct"",""r"",""dr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dcpr,1136,1134,2,544,2179008,false,"[""direct"",""r"",""dr"",""dcr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_cr,1136,1134,2,564,1454042,false,"[""r"",""dr""]"
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_cpr,1136,1134,2,563,1509574,false,"[""r"",""dr"",""sc_cr""]"
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_dr,1136,1134,2,561,1482509,false,"[""direct"",""r"",""dr"",""sc_cr""]"
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_dcr,1136,1134,2,562,1506283,false,"[""direct"",""r"",""dr"",""sc_cr""]"
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_dcpr,1136,1134,2,550,1565078,false,"[""direct"",""r"",""dr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr""]"
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,direct,163,158,5,138,70501,true,[]
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,r,163,158,5,138,176178,false,"[""direct"",""dr""]"
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cr,163,158,5,133,378026,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cpr,163,158,5,127,508501,false,"[""direct"",""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dr,163,158,5,138,149044,false,"[""direct""]"
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dcr,163,158,5,136,179518,false,"[""direct"",""r"",""dr""]"
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dcpr,163,158,5,136,195133,false,"[""direct"",""r"",""dr"",""dcr"",""sc_cr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_cr,163,158,5,139,191227,true,[]
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_cpr,163,158,5,136,243722,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_dr,163,158,5,138,183543,false,"[""direct"",""r"",""dr""]"
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_dcr,163,158,5,136,188711,false,"[""direct"",""r"",""dr"",""dcr"",""sc_dr""]"
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_dcpr,163,158,5,137,192094,false,"[""direct"",""r"",""dr"",""sc_cr"",""sc_dr""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,direct,378,374,4,287,124905,true,[]
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,r,378,374,4,287,311014,false,"[""direct"",""dr""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cr,378,374,4,252,649545,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cpr,378,374,4,245,883330,false,"[""direct"",""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dr,378,374,4,287,264023,false,"[""direct""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dcr,378,374,4,285,318871,false,"[""direct"",""r"",""dr""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dcpr,378,374,4,282,351760,false,"[""direct"",""r"",""dr"",""dcr"",""sc_dr""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_cr,378,374,4,284,367034,false,"[""direct"",""r"",""dr"",""dcr"",""sc_dr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_cpr,378,374,4,280,443338,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_dr"",""sc_dcpr""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_dr,378,374,4,285,332613,false,"[""direct"",""r"",""dr"",""dcr""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_dcr,378,374,4,278,342288,false,"[""direct"",""r"",""dr"",""dcr"",""sc_dr""]"
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_dcpr,378,374,4,284,351763,false,"[""direct"",""r"",""dr"",""dcr"",""sc_dr""]"
